"","ID","Species","Year","Author","Location","Latitude","Longitude","Data_source_type"
"21175","Vertebichos 13 13.35","Alburnus alburnus",2015,"Sánchez-Pérez et al.","Río Segura, Azud de El Jarral",38.20072763,"-1,39451866","Journal"
"21176","Vertebichos 13 13.36","Gobio lozanoi",2009,"Sánchez-Pérez et al.","Río Segura, Azud de El Jarral",38.20072763,"-1,39451866","Journal"
"21177","Vertebichos 13 13.36","Gobio lozanoi",2010,"Sánchez-Pérez et al.","Río Segura, Azud de El Jarral",38.20072763,"-1,39451866","Journal"
"21178","Vertebichos 13 13.36","Gobio lozanoi",2013,"Sánchez-Pérez et al.","Río Segura, Azud de El Jarral",38.20072763,"-1,39451866","Journal"
"21179","Vertebichos 13 13.36","Gobio lozanoi",2014,"Sánchez-Pérez et al.","Río Segura, Azud de El Jarral",38.20072763,"-1,39451866","Journal"
"21180","Vertebichos 13 13.36","Gobio lozanoi",2015,"Sánchez-Pérez et al.","Río Segura, Azud de El Jarral",38.20072763,"-1,39451866","Journal"
"21181","Vertebichos 13 13.37","Luciobarbus sclateri",2009,"Sánchez-Pérez et al.","Río Segura, Azud de El Jarral",38.20072763,"-1,39451866","Journal"
"21182","Vertebichos 13 13.37","Luciobarbus sclateri",2010,"Sánchez-Pérez et al.","Río Segura, Azud de El Jarral",38.20072763,"-1,39451866","Journal"
"21183","Vertebichos 13 13.37","Luciobarbus sclateri",2013,"Sánchez-Pérez et al.","Río Segura, Azud de El Jarral",38.20072763,"-1,39451866","Journal"
"21184","Vertebichos 13 13.37","Luciobarbus sclateri",2014,"Sánchez-Pérez et al.","Río Segura, Azud de El Jarral",38.20072763,"-1,39451866","Journal"
"21185","Vertebichos 13 13.37","Luciobarbus sclateri",2015,"Sánchez-Pérez et al.","Río Segura, Azud de El Jarral",38.20072763,"-1,39451866","Journal"
"21186","Vertebichos 13 13.38","Pseudochondrostoma polylepis",2009,"Sánchez-Pérez et al.","Río Segura, Azud de El Jarral",38.20072763,"-1,39451866","Journal"
"21187","Vertebichos 13 13.38","Pseudochondrostoma polylepis",2010,"Sánchez-Pérez et al.","Río Segura, Azud de El Jarral",38.20072763,"-1,39451866","Journal"
"21188","Vertebichos 13 13.38","Pseudochondrostoma polylepis",2013,"Sánchez-Pérez et al.","Río Segura, Azud de El Jarral",38.20072763,"-1,39451866","Journal"
"21189","Vertebichos 13 13.38","Pseudochondrostoma polylepis",2014,"Sánchez-Pérez et al.","Río Segura, Azud de El Jarral",38.20072763,"-1,39451866","Journal"
"21190","Vertebichos 13 13.38","Pseudochondrostoma polylepis",2015,"Sánchez-Pérez et al.","Río Segura, Azud de El Jarral",38.20072763,"-1,39451866","Journal"
"21191","Vertebichos 13 13.39","Alburnus alburnus",2009,"Sánchez-Pérez et al.","Río Segura, Azud de Ulea",38.14190415,"-1,322991919","Journal"
"21192","Vertebichos 13 13.39","Alburnus alburnus",2010,"Sánchez-Pérez et al.","Río Segura, Azud de Ulea",38.14190415,"-1,322991919","Journal"
"21193","Vertebichos 13 13.39","Alburnus alburnus",2013,"Sánchez-Pérez et al.","Río Segura, Azud de Ulea",38.14190415,"-1,322991919","Journal"
"21194","Vertebichos 13 13.39","Alburnus alburnus",2014,"Sánchez-Pérez et al.","Río Segura, Azud de Ulea",38.14190415,"-1,322991919","Journal"
"21195","Vertebichos 13 13.39","Alburnus alburnus",2015,"Sánchez-Pérez et al.","Río Segura, Azud de Ulea",38.14190415,"-1,322991919","Journal"
"21196","Vertebichos 13 13.40","Gobio lozanoi",2009,"Sánchez-Pérez et al.","Río Segura, Azud de Ulea",38.14190415,"-1,322991919","Journal"
"21197","Vertebichos 13 13.40","Gobio lozanoi",2010,"Sánchez-Pérez et al.","Río Segura, Azud de Ulea",38.14190415,"-1,322991919","Journal"
"21198","Vertebichos 13 13.40","Gobio lozanoi",2013,"Sánchez-Pérez et al.","Río Segura, Azud de Ulea",38.14190415,"-1,322991919","Journal"
"21199","Vertebichos 13 13.40","Gobio lozanoi",2014,"Sánchez-Pérez et al.","Río Segura, Azud de Ulea",38.14190415,"-1,322991919","Journal"
"21200","Vertebichos 13 13.40","Gobio lozanoi",2015,"Sánchez-Pérez et al.","Río Segura, Azud de Ulea",38.14190415,"-1,322991919","Journal"
"21201","Vertebichos 13 13.41","Luciobarbus sclateri",2009,"Sánchez-Pérez et al.","Río Segura, Azud de Ulea",38.14190415,"-1,322991919","Journal"
"21202","Vertebichos 13 13.41","Luciobarbus sclateri",2010,"Sánchez-Pérez et al.","Río Segura, Azud de Ulea",38.14190415,"-1,322991919","Journal"
"21203","Vertebichos 13 13.41","Luciobarbus sclateri",2013,"Sánchez-Pérez et al.","Río Segura, Azud de Ulea",38.14190415,"-1,322991919","Journal"
"21204","Vertebichos 13 13.41","Luciobarbus sclateri",2014,"Sánchez-Pérez et al.","Río Segura, Azud de Ulea",38.14190415,"-1,322991919","Journal"
"21205","Vertebichos 13 13.41","Luciobarbus sclateri",2015,"Sánchez-Pérez et al.","Río Segura, Azud de Ulea",38.14190415,"-1,322991919","Journal"
"21206","Vertebichos 13 13.42","Gobio lozanoi",2008,"Sánchez-Pérez et al.","Río Taibilla, próximo a Las Claras",38.32727477,"-2,215377427","Journal"
"21207","Vertebichos 13 13.42","Gobio lozanoi",2009,"Sánchez-Pérez et al.","Río Taibilla, próximo a Las Claras",38.32727477,"-2,215377427","Journal"
"21208","Vertebichos 13 13.42","Gobio lozanoi",2010,"Sánchez-Pérez et al.","Río Taibilla, próximo a Las Claras",38.32727477,"-2,215377427","Journal"
"21209","Vertebichos 13 13.42","Gobio lozanoi",2013,"Sánchez-Pérez et al.","Río Taibilla, próximo a Las Claras",38.32727477,"-2,215377427","Journal"
"21210","Vertebichos 13 13.42","Gobio lozanoi",2015,"Sánchez-Pérez et al.","Río Taibilla, próximo a Las Claras",38.32727477,"-2,215377427","Journal"
"21211","Vertebichos 13 13.43","Luciobarbus sclateri",2008,"Sánchez-Pérez et al.","Río Taibilla, próximo a Las Claras",38.32727477,"-2,215377427","Journal"
"21212","Vertebichos 13 13.43","Luciobarbus sclateri",2009,"Sánchez-Pérez et al.","Río Taibilla, próximo a Las Claras",38.32727477,"-2,215377427","Journal"
"21213","Vertebichos 13 13.43","Luciobarbus sclateri",2010,"Sánchez-Pérez et al.","Río Taibilla, próximo a Las Claras",38.32727477,"-2,215377427","Journal"
"21214","Vertebichos 13 13.43","Luciobarbus sclateri",2013,"Sánchez-Pérez et al.","Río Taibilla, próximo a Las Claras",38.32727477,"-2,215377427","Journal"
"21215","Vertebichos 13 13.43","Luciobarbus sclateri",2015,"Sánchez-Pérez et al.","Río Taibilla, próximo a Las Claras",38.32727477,"-2,215377427","Journal"
"21216","Vertebichos 13 13.44","Gobio lozanoi",2009,"Sánchez-Pérez et al.","Río Tus, La Rala",38.41055024,"-2,309572966","Journal"
"21217","Vertebichos 13 13.44","Gobio lozanoi",2010,"Sánchez-Pérez et al.","Río Tus, La Rala",38.41055024,"-2,309572966","Journal"
"21218","Vertebichos 13 13.44","Gobio lozanoi",2013,"Sánchez-Pérez et al.","Río Tus, La Rala",38.41055024,"-2,309572966","Journal"
"21219","Vertebichos 13 13.44","Gobio lozanoi",2014,"Sánchez-Pérez et al.","Río Tus, La Rala",38.41055024,"-2,309572966","Journal"
"21220","Vertebichos 13 13.44","Gobio lozanoi",2015,"Sánchez-Pérez et al.","Río Tus, La Rala",38.41055024,"-2,309572966","Journal"
"21221","Vertebichos 13 13.45","Luciobarbus sclateri",2008,"Sánchez-Pérez et al.","Río Tus, La Rala",38.41055024,"-2,309572966","Journal"
"21222","Vertebichos 13 13.45","Luciobarbus sclateri",2009,"Sánchez-Pérez et al.","Río Tus, La Rala",38.41055024,"-2,309572966","Journal"
"21223","Vertebichos 13 13.45","Luciobarbus sclateri",2010,"Sánchez-Pérez et al.","Río Tus, La Rala",38.41055024,"-2,309572966","Journal"
"21224","Vertebichos 13 13.45","Luciobarbus sclateri",2013,"Sánchez-Pérez et al.","Río Tus, La Rala",38.41055024,"-2,309572966","Journal"
"21225","Vertebichos 13 13.45","Luciobarbus sclateri",2014,"Sánchez-Pérez et al.","Río Tus, La Rala",38.41055024,"-2,309572966","Journal"
"21226","Vertebichos 13 13.45","Luciobarbus sclateri",2015,"Sánchez-Pérez et al.","Río Tus, La Rala",38.41055024,"-2,309572966","Journal"
"21227","Vertebichos CV16 CV16.1","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Meca - San Benito_1",38.97,"-1,15","Grey literature"
"21228","Vertebichos CV16 CV16.2","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Meca - San Benito_2",38.97,"-1,15","Grey literature"
"21229","Vertebichos CV16 CV16.3","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Meca - San Benito_3",38.99,"-1,08","Grey literature"
"21230","Vertebichos CV16 CV16.4","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Meca - San Benito_4",38.98,"-1,18","Grey literature"
"21231","Vertebichos CV16 CV16.5","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Meca - San Benito_5",38.99,"-1,17","Grey literature"
"21232","Vertebichos CV16 CV16.6","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Meca - San Benito_6",38.96,"-1,17","Grey literature"
"21233","Vertebichos CV16 CV16.7","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Meca - San Benito_7",38.96,"-1,09","Grey literature"
"21234","Vertebichos CV16 CV16.8","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Meca - San Benito_8",38.94,"-1,07","Grey literature"
"21235","Vertebichos CV16 CV16.9","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Meca - San Benito_9",38.98,"-1,07","Grey literature"
"21236","Vertebichos CV16 CV16.10","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Camporrobles_1",39.62,"-1,41","Grey literature"
"21237","Vertebichos CV16 CV16.11","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Moratillas - Cañada Almela_1",38.63,"-0,99","Grey literature"
"21238","Vertebichos CV16 CV16.12","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Moratillas - Cañada Almela_2",38.65,"-1,01","Grey literature"
"21239","Vertebichos CV16 CV16.13","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Moratillas - Cañada Almela_3",38.63,"-1,01","Grey literature"
"21240","Vertebichos CV16 CV16.14","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Moratillas - Cañada Almela_4",38.66,"-0,95","Grey literature"
"21241","Vertebichos CV16 CV16.15","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Moratillas - Cañada Almela_5",38.58,"-0,99","Grey literature"
"21242","Vertebichos CV16 CV16.16","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Moratillas - Cañada Almela_6",38.58,"-1,00","Grey literature"
"21243","Vertebichos CV16 CV16.17","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Moratillas - Cañada Almela_7",38.64,"-1,00","Grey literature"
"21244","Vertebichos CV16 CV16.18","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Moratillas - Cañada Almela_8",NA,"","Grey literature"
"21245","Vertebichos CV16 CV16.19","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Moratillas - Cañada Almela_9",38.63,"-1,00","Grey literature"
"21246","Vertebichos CV16 CV16.20","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Moratillas - Cañada Almela_10",38.6,"-1,00","Grey literature"
"21247","Vertebichos CV16 CV16.21","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Moratillas - Cañada Almela_11",38.65,"-0,97","Grey literature"
"21248","Vertebichos CV16 CV16.22","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Moratillas - Cañada Almela_12",38.6,"-0,99","Grey literature"
"21249","Vertebichos CV16 CV16.23","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Moratillas - Cañada Almela_13",38.64,"-1,00","Grey literature"
"21250","Vertebichos CV16 CV16.24","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Moratillas - Cañada Almela_14",38.63,"-0,90","Grey literature"
"21251","Vertebichos CV16 CV16.25","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Moratillas - Cañada Almela_15",38.65,"-0,98","Grey literature"
"21252","Vertebichos CV16 CV16.26","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_1",38.73,"-0,92","Grey literature"
"21253","Vertebichos CV16 CV16.27","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_2",38.76,"-0,89","Grey literature"
"21254","Vertebichos CV16 CV16.28","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_3",38.75,"-0,90","Grey literature"
"21255","Vertebichos CV16 CV16.29","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_4",38.75,"-0,86","Grey literature"
"21256","Vertebichos CV16 CV16.30","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_5",38.74,"-0,91","Grey literature"
"21257","Vertebichos CV16 CV16.31","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_6",38.76,"-0,95","Grey literature"
"21258","Vertebichos CV16 CV16.32","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_7",38.73,"-0,90","Grey literature"
"21259","Vertebichos CV16 CV16.33","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_8",38.74,"-0,85","Grey literature"
"21260","Vertebichos CV16 CV16.34","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_9",38.72,"-0,91","Grey literature"
"21261","Vertebichos CV16 CV16.35","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_10",38.76,"-0,87","Grey literature"
"21262","Vertebichos CV16 CV16.36","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_11",38.75,"-0,89","Grey literature"
"21263","Vertebichos CV16 CV16.37","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_12",38.75,"-0,90","Grey literature"
"21264","Vertebichos CV16 CV16.38","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_13",38.76,"-0,84","Grey literature"
"21265","Vertebichos CV16 CV16.39","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_14",38.75,"-0,86","Grey literature"
"21266","Vertebichos CV16 CV16.40","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_15",38.75,"-0,86","Grey literature"
"21267","Vertebichos CV16 CV16.41","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_16",38.75,"-0,86","Grey literature"
"21268","Vertebichos CV16 CV16.42","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_17",38.73,"-0,93","Grey literature"
"21269","Vertebichos CV16 CV16.43","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_18",38.72,"-0,93","Grey literature"
"21270","Vertebichos CV16 CV16.44","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_19",38.76,"-0,86","Grey literature"
"21271","Vertebichos CV16 CV16.45","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_20",38.76,"-0,86","Grey literature"
"21272","Vertebichos CV16 CV16.46","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_21",38.73,"-0,90","Grey literature"
"21273","Vertebichos CV16 CV16.47","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_22",38.74,"-0,84","Grey literature"
"21274","Vertebichos CV16 CV16.48","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_23",38.72,"-0,93","Grey literature"
"21275","Vertebichos CV16 CV16.49","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_24",38.75,"-0,87","Grey literature"
"21276","Vertebichos CV16 CV16.50","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_25",38.75,"-0,87","Grey literature"
"21277","Vertebichos CV16 CV16.51","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_26",38.77,"-0,87","Grey literature"
"21278","Vertebichos CV16 CV16.52","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_27",38.73,"-0,90","Grey literature"
"21279","Vertebichos CV16 CV16.53","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_28",38.76,"-0,87","Grey literature"
"21280","Vertebichos CV16 CV16.54","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_29",38.75,"-0,89","Grey literature"
"21281","Vertebichos CV16 CV16.55","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_30",38.75,"-0,84","Grey literature"
"21282","Vertebichos CV16 CV16.56","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_31",38.76,"-0,86","Grey literature"
"21283","Vertebichos CV16 CV16.57","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_32",38.75,"-0,84","Grey literature"
"21284","Vertebichos CV16 CV16.58","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_33",38.77,"-0,84","Grey literature"
"21285","Vertebichos CV16 CV16.59","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_34",38.77,"-0,84","Grey literature"
"21286","Vertebichos CV16 CV16.60","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_35",38.76,"-0,84","Grey literature"
"21287","Vertebichos CV16 CV16.61","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_36",38.78,"-0,82","Grey literature"
"21288","Vertebichos CV16 CV16.62","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_37",38.72,"-0,92","Grey literature"
"21289","Vertebichos CV16 CV16.63","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_38",38.73,"-0,92","Grey literature"
"21290","Vertebichos CV16 CV16.64","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_39",38.75,"-0,88","Grey literature"
"21291","Vertebichos CV16 CV16.65","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_40",38.77,"-0,83","Grey literature"
"21292","Vertebichos CV16 CV16.66","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_41",38.76,"-0,93","Grey literature"
"21293","Vertebichos CV16 CV16.67","Falco naumanni",2006,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_42",38.75,"-0,88","Grey literature"
"21294","Vertebichos CV16 CV16.1","Falco naumanni",2007,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Meca - San Benito_1",38.97,"-1,15","Grey literature"
"21295","Vertebichos CV16 CV16.2","Falco naumanni",2007,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Meca - San Benito_2",38.97,"-1,15","Grey literature"
"21296","Vertebichos CV16 CV16.3","Falco naumanni",2007,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Meca - San Benito_3",38.99,"-1,08","Grey literature"
"21297","Vertebichos CV16 CV16.4","Falco naumanni",2007,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Meca - San Benito_4",38.98,"-1,18","Grey literature"
"21298","Vertebichos CV16 CV16.5","Falco naumanni",2007,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Meca - San Benito_5",38.99,"-1,17","Grey literature"
"21299","Vertebichos CV16 CV16.6","Falco naumanni",2007,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Meca - San Benito_6",38.96,"-1,17","Grey literature"
"21300","Vertebichos CV16 CV16.7","Falco naumanni",2007,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Meca - San Benito_7",38.96,"-1,09","Grey literature"
"21301","Vertebichos CV16 CV16.8","Falco naumanni",2007,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Meca - San Benito_8",38.94,"-1,07","Grey literature"
"21302","Vertebichos CV16 CV16.9","Falco naumanni",2007,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Meca - San Benito_9",38.98,"-1,07","Grey literature"
"21303","Vertebichos CV16 CV16.10","Falco naumanni",2007,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Camporrobles_1",39.62,"-1,41","Grey literature"
"21304","Vertebichos CV16 CV16.11","Falco naumanni",2007,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Moratillas - Cañada Almela_1",38.63,"-0,99","Grey literature"
"21305","Vertebichos CV16 CV16.12","Falco naumanni",2007,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Moratillas - Cañada Almela_2",38.65,"-1,01","Grey literature"
"21306","Vertebichos CV16 CV16.13","Falco naumanni",2007,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Moratillas - Cañada Almela_3",38.63,"-1,01","Grey literature"
"21307","Vertebichos CV16 CV16.14","Falco naumanni",2007,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Moratillas - Cañada Almela_4",38.66,"-0,95","Grey literature"
"21308","Vertebichos CV16 CV16.15","Falco naumanni",2007,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Moratillas - Cañada Almela_5",38.58,"-0,99","Grey literature"
"21309","Vertebichos CV16 CV16.16","Falco naumanni",2007,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Moratillas - Cañada Almela_6",38.58,"-1,00","Grey literature"
"21310","Vertebichos CV16 CV16.17","Falco naumanni",2007,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Moratillas - Cañada Almela_7",38.64,"-1,00","Grey literature"
"21311","Vertebichos CV16 CV16.18","Falco naumanni",2007,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Moratillas - Cañada Almela_8",NA,"","Grey literature"
"21312","Vertebichos CV16 CV16.19","Falco naumanni",2007,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Moratillas - Cañada Almela_9",38.63,"-1,00","Grey literature"
"21313","Vertebichos CV16 CV16.20","Falco naumanni",2007,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Moratillas - Cañada Almela_10",38.6,"-1,00","Grey literature"
"21314","Vertebichos CV16 CV16.21","Falco naumanni",2007,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Moratillas - Cañada Almela_11",38.65,"-0,97","Grey literature"
"21315","Vertebichos CV16 CV16.22","Falco naumanni",2007,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Moratillas - Cañada Almela_12",38.6,"-0,99","Grey literature"
"21316","Vertebichos CV16 CV16.23","Falco naumanni",2007,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Moratillas - Cañada Almela_13",38.64,"-1,00","Grey literature"
"21317","Vertebichos CV16 CV16.24","Falco naumanni",2007,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Moratillas - Cañada Almela_14",38.63,"-0,90","Grey literature"
"21318","Vertebichos CV16 CV16.25","Falco naumanni",2007,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Moratillas - Cañada Almela_15",38.65,"-0,98","Grey literature"
"21319","Vertebichos CV16 CV16.26","Falco naumanni",2007,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_1",38.73,"-0,92","Grey literature"
"21320","Vertebichos CV16 CV16.27","Falco naumanni",2007,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_2",38.76,"-0,89","Grey literature"
"21321","Vertebichos CV16 CV16.28","Falco naumanni",2007,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_3",38.75,"-0,90","Grey literature"
"21322","Vertebichos CV16 CV16.29","Falco naumanni",2007,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_4",38.75,"-0,86","Grey literature"
"21323","Vertebichos CV16 CV16.30","Falco naumanni",2007,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_5",38.74,"-0,91","Grey literature"
"21324","Vertebichos CV16 CV16.31","Falco naumanni",2007,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_6",38.76,"-0,95","Grey literature"
"21325","Vertebichos CV16 CV16.32","Falco naumanni",2007,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_7",38.73,"-0,90","Grey literature"
"21326","Vertebichos CV16 CV16.33","Falco naumanni",2007,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_8",38.74,"-0,85","Grey literature"
"21327","Vertebichos CV16 CV16.34","Falco naumanni",2007,"Servicio de Vida Silvestre y Red Natura 2000. Generalitat Valenciana","Fontanars del Alforins_9",38.72,"-0,91","Grey literature"
